event,stadium,city,event_date,olympic,name,country,born,gender,place,age
400 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Marie-José Pérec,FRA,1968-05-09,Female,1,24.257534246575343
400 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-19,2008 Beijing Summer Games,Christine Ohuruogu,GBR,1984-05-17,Female,1,24.273972602739725
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-06,1984 Los Angeles Summer Games,Kathy Smallwood-Cook,GBR,1960-05-03,Female,3,24.276712328767122
400 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Judy Amoore-Pollock,AUS,1940-06-25,Female,3,24.328767123287673
400 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Rita Jahn-Wilden,FRG,1947-10-09,Female,2,24.931506849315067
400 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-26,1988 Seoul Summer Games,Olha Bryzhina,URS,1963-06-30,Female,1,25.26027397260274
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-06,1984 Los Angeles Summer Games,Chandra Cheeseborough,USA,1959-01-10,Female,2,25.589041095890412
400 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Katharine Merry,GBR,1974-09-21,Female,3,26.03013698630137
400 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Betty Cuthbert,AUS,1938-04-20,Female,1,26.512328767123286
400 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Lorraine Graham,JAM,1973-09-08,Female,2,27.065753424657533
400 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-05,2012 London Summer Games,Sanya Richards-Ross,USA,1985-02-26,Female,1,27.457534246575342
400 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Ana Guevara,MEX,1977-03-04,Female,2,27.493150684931507
400 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Cathy Freeman,AUS,1973-02-16,Female,1,27.624657534246577
400 metres,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-29,1996 Atlanta Summer Games,Falilat Ogunkoya,NGR,1968-12-05,Female,3,27.665753424657535
400 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-05,2012 London Summer Games,Christine Ohuruogu,GBR,1984-05-17,Female,2,28.23835616438356
400 metres,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-29,1996 Atlanta Summer Games,Marie-José Pérec,FRA,1968-05-09,Female,1,28.24109589041096
400 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Tonique Williams-Darling,BAH,1976-01-17,Female,1,28.621917808219177
400 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Olha Bryzhina,URS,1963-06-30,Female,2,29.12054794520548
400 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Jarmila Kratochvílová,TCH,1951-01-26,Female,2,29.523287671232875
400 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-05,2012 London Summer Games,DeeDee Trotter,USA,1982-12-08,Female,3,29.67945205479452
400 metres,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-29,1976 Montréal Summer Games,Irena Szewińska-Kirszenstein,POL,1946-05-24,Female,1,30.202739726027396
800 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Pamela Jelimo,KEN,1989-12-05,Female,1,18.715068493150685
800 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-06,1984 Los Angeles Summer Games,Kim Gallagher,USA,1964-06-11,Female,2,20.167123287671235
800 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-02,1928 Amsterdam Summer Games,Inga Gentzel,SWE,1908-04-24,Female,3,20.28767123287671
800 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-19,1968 Ciudad de México Summer Games,Madeline Manning-Jackson,USA,1948-02-11,Female,1,20.7013698630137
800 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-11,2012 London Summer Games,Yekaterina Poistogova,RUS,1991-03-01,Female,3,21.46301369863014
800 metres,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-26,1976 Montréal Summer Games,Nikolina Shtereva,BUL,1955-01-21,Female,2,21.526027397260275
800 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-02,1928 Amsterdam Summer Games,Kinue Hitomi,JPN,1907-01-01,Female,2,21.6
800 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-11,2012 London Summer Games,Caster Semenya,RSA,1991-01-07,Female,2,21.60821917808219
800 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-03,1972 München Summer Games,Nijolė Sabaitė,URS,1950-08-12,Female,2,22.076712328767123
800 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-20,1964 Tokyo Summer Games,Ann Packer,GBR,1942-03-08,Female,1,22.635616438356163
800 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-26,1988 Seoul Summer Games,Sigrun Wodars-Grau,GDR,1965-11-07,Female,1,22.9013698630137
800 metres,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-26,1976 Montréal Summer Games,Elfi Zinn,GDR,1953-08-24,Female,3,22.936986301369863
800 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-03,1972 München Summer Games,Hildegard Falck,FRG,1949-06-08,Female,1,23.254794520547946
800 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-26,1988 Seoul Summer Games,Christine Wachtel,GDR,1965-01-06,Female,2,23.736986301369864
800 metres,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-29,1996 Atlanta Summer Games,Maria Mutola,MOZ,1972-10-27,Female,3,23.76986301369863
800 metres,"Olympic Stadium, Roma","Roma, Italy",1960-09-07,1960 Roma Summer Games,Brenda Jones,AUS,1936-11-17,Female,2,23.82191780821918
800 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-26,1988 Seoul Summer Games,Kim Gallagher,USA,1964-06-11,Female,3,24.30958904109589
800 metres,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-26,1976 Montréal Summer Games,Tatyana Kazankina,URS,1951-12-17,Female,1,24.624657534246577
800 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Janeth Jepkosgei,KEN,1983-12-13,Female,2,24.698630136986303
800 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-02,1928 Amsterdam Summer Games,Lina Radke-Batschauer,GER,1903-10-18,Female,1,24.80821917808219
800 metres,"Olympic Stadium, Roma","Roma, Italy",1960-09-07,1960 Roma Summer Games,Liudmyla Lysenko,URS,1934-11-26,Female,1,25.8
800 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Hasna Benhassi,MAR,1978-06-01,Female,2,26.246575342465754
800 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-03,1992 Barcelona Summer Games,Ellen van Langen,NED,1966-02-09,Female,1,26.4986301369863
800 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-27,1980 Moskva Summer Games,Nadiya Olizarenko,URS,1953-11-28,Female,1,26.67945205479452
800 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-11,2012 London Summer Games,Mariya Savinova,RUS,1985-08-13,Female,1,27.013698630136986
800 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-19,1968 Ciudad de México Summer Games,Ileana Silai,ROU,1941-10-14,Female,2,27.03287671232877
800 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-27,1980 Moskva Summer Games,Tatyana Providokhina,URS,1953-03-26,Female,3,27.356164383561644
800 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-20,1964 Tokyo Summer Games,Maryvonne Dupureur,FRA,1937-05-24,Female,2,27.427397260273974
800 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Steffi Graf,AUT,1973-04-26,Female,2,27.435616438356163
800 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-06,1984 Los Angeles Summer Games,Doina Beşliu-Melinte,ROU,1956-12-27,Female,1,27.627397260273973
800 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-27,1980 Moskva Summer Games,Olga Syrovatskaya-Mineyeva,URS,1952-10-01,Female,2,27.838356164383562
800 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Maria Mutola,MOZ,1972-10-27,Female,1,27.931506849315067
800 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Jolanda Čeplak,SLO,1976-09-12,Female,3,27.964383561643835
800 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-03,1972 München Summer Games,Gunhild Hoffmeister,GDR,1944-07-06,Female,3,28.18082191780822
800 metres,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-29,1996 Atlanta Summer Games,Svetlana Masterkova,RUS,1968-01-17,Female,1,28.55068493150685
800 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-03,1992 Barcelona Summer Games,Liliya Nurutdinova,EUN,1963-09-20,Female,2,28.89041095890411
800 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-20,1964 Tokyo Summer Games,Marise Chamberlain,NZL,1935-12-05,Female,3,28.895890410958906
800 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-19,1968 Ciudad de México Summer Games,Mia Gommers,NED,1939-09-26,Female,3,29.084931506849315
800 metres,"Olympic Stadium, Roma","Roma, Italy",1960-09-07,1960 Roma Summer Games,Ulla Donath,GER,1931-07-30,Female,3,29.12876712328767
800 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-03,1992 Barcelona Summer Games,Ana Fidelia Quirot,CUB,1963-03-23,Female,3,29.386301369863013
800 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Hasna Benhassi,MAR,1978-06-01,Female,3,30.235616438356164
800 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Kelly Holmes,GBR,1970-04-19,Female,3,30.457534246575342
800 metres,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-29,1996 Atlanta Summer Games,Ana Fidelia Quirot,CUB,1963-03-23,Female,2,33.37534246575343
800 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-06,1984 Los Angeles Summer Games,Fiţa Lovin,ROU,1951-01-14,Female,3,33.583561643835615
800 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Kelly Holmes,GBR,1970-04-19,Female,1,34.36986301369863
"1,500 metres","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-08,1992 Barcelona Summer Games,Qu Yunxia,CHN,1972-12-25,Female,3,19.632876712328766
"1,500 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Gamze Bulut,TUR,1992-08-03,Female,2,20.03013698630137
"1,500 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-03,1996 Atlanta Summer Games,Gabriela Szabo,ROU,1975-11-14,Female,2,20.734246575342464
"1,500 metres","Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-30,1976 Montréal Summer Games,Ulrike Klapezynski-Bruns,GDR,1953-11-17,Female,3,22.715068493150685
"1,500 metres","Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-08-01,1980 Moskva Summer Games,Christiane Stoll-Wartenberg,GDR,1956-10-27,Female,2,23.778082191780822
"1,500 metres","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-08,1992 Barcelona Summer Games,Hassiba Boulmerka,ALG,1968-07-10,Female,1,24.095890410958905
"1,500 metres","Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-30,1976 Montréal Summer Games,Tatyana Kazankina,URS,1951-12-17,Female,1,24.635616438356163
"1,500 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Gabriela Szabo,ROU,1975-11-14,Female,3,24.895890410958906
"1,500 metres","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-10-01,1988 Seoul Summer Games,Paula Ivan,ROU,1963-07-20,Female,1,25.21917808219178
"1,500 metres","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-08,1992 Barcelona Summer Games,Lyudmila Rogachova,EUN,1966-10-30,Female,2,25.791780821917808
"1,500 metres","Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-08-01,1980 Moskva Summer Games,Nadiya Olizarenko,URS,1953-11-28,Female,3,26.693150684931506
"1,500 metres","Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-09,1972 München Summer Games,Paola Pigni,ITA,1945-12-30,Female,3,26.71232876712329
"1,500 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Aslı Çakır,TUR,1985-08-20,Female,1,26.98904109589041
"1,500 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-23,2008 Beijing Summer Games,Nancy Langat,KEN,1981-08-28,Female,1,27.005479452054793
"1,500 metres","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-11,1984 Los Angeles Summer Games,Gabriella Dorio,ITA,1957-06-27,Female,1,27.14246575342466
"1,500 metres","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-10-01,1988 Seoul Summer Games,Tetiana Samolenko-Dorovskykh,URS,1961-08-12,Female,3,27.156164383561645
"1,500 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-28,2004 Athina Summer Games,Maria Cioncan,ROU,1977-06-19,Female,3,27.21095890410959
"1,500 metres","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-11,1984 Los Angeles Summer Games,Doina Beşliu-Melinte,ROU,1956-12-27,Female,2,27.64109589041096
"1,500 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-23,2008 Beijing Summer Games,Nataliya Tobias,UKR,1980-11-22,Female,3,27.76986301369863
"1,500 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Maryam Jamal,BRN,1984-09-16,Female,3,27.915068493150685
"1,500 metres","Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-09,1972 München Summer Games,Gunhild Hoffmeister,GDR,1944-07-06,Female,2,28.197260273972603
"1,500 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-03,1996 Atlanta Summer Games,Svetlana Masterkova,RUS,1968-01-17,Female,1,28.564383561643837
"1,500 metres","Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-08-01,1980 Moskva Summer Games,Tatyana Kazankina,URS,1951-12-17,Female,1,28.643835616438356
"1,500 metres","Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-09,1972 München Summer Games,Lyudmila Bragina,URS,1943-07-24,Female,1,29.15068493150685
"1,500 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-28,2004 Athina Summer Games,Tatyana Tomashova,RUS,1975-07-01,Female,2,29.18082191780822
"1,500 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Nouria Mérah-Benida,ALG,1970-10-19,Female,1,29.96986301369863
"1,500 metres","Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-30,1976 Montréal Summer Games,Gunhild Hoffmeister,GDR,1944-07-06,Female,2,32.087671232876716
"1,500 metres","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-10-01,1988 Seoul Summer Games,Laimutė Baikauskaitė,URS,1956-06-10,Female,2,32.33150684931507
"1,500 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-23,2008 Beijing Summer Games,Iryna Lishchynska,UKR,1976-01-15,Female,2,32.62739726027397
"1,500 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-03,1996 Atlanta Summer Games,Theresia Kiesl,AUT,1963-10-26,Female,3,32.794520547945204
"1,500 metres","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-11,1984 Los Angeles Summer Games,Maricica Puică,ROU,1950-07-29,Female,3,34.06027397260274
"1,500 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-28,2004 Athina Summer Games,Kelly Holmes,GBR,1970-04-19,Female,1,34.38356164383562
"1,500 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Violeta Beclea-Szekely,ROU,1965-03-26,Female,2,35.53972602739726
"5,000 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Tirunesh Dibaba,ETH,1985-10-01,Female,3,18.90684931506849
"5,000 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Meseret Defar,ETH,1983-11-19,Female,1,20.775342465753425
"5,000 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-22,2008 Beijing Summer Games,Tirunesh Dibaba,ETH,1985-10-01,Female,1,22.90684931506849
"5,000 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-22,2008 Beijing Summer Games,Meseret Defar,ETH,1983-11-19,Female,3,24.775342465753425
"5,000 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Isabella Ochichi,KEN,1979-10-28,Female,2,24.838356164383562
"5,000 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Gabriela Szabo,ROU,1975-11-14,Female,1,24.882191780821916
"5,000 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Gete Wami,ETH,1974-12-11,Female,3,25.80821917808219
"5,000 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-22,2008 Beijing Summer Games,Elvan Abeylegesse,TUR,1982-09-11,Female,2,25.964383561643835
"5,000 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-28,1996 Atlanta Summer Games,Pauline Konga,KEN,1970-04-10,Female,2,26.317808219178083
"5,000 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-10,2012 London Summer Games,Tirunesh Dibaba,ETH,1985-10-01,Female,3,26.876712328767123
"5,000 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-10,2012 London Summer Games,Meseret Defar,ETH,1983-11-19,Female,1,28.745205479452054
"5,000 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-10,2012 London Summer Games,Vivian Cheruiyot,KEN,1983-09-11,Female,2,28.934246575342467
"5,000 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Sonia O'Sullivan,IRL,1969-11-28,Female,2,30.846575342465755
"5,000 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-28,1996 Atlanta Summer Games,Roberta Brunet,ITA,1965-05-20,Female,3,31.21095890410959
"5,000 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-28,1996 Atlanta Summer Games,Wang Junxia,CHN,1963-01-09,Female,1,33.57260273972603
"10,000 metres","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-07,1992 Barcelona Summer Games,Derartu Tulu,ETH,1972-03-21,Female,1,20.394520547945206
"10,000 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-27,2004 Athina Summer Games,Xing Huina,CHN,1984-02-25,Female,1,20.517808219178082
"10,000 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-02,1996 Atlanta Summer Games,Gete Wami,ETH,1974-12-11,Female,3,21.65753424657534
"10,000 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-27,2004 Athina Summer Games,Ejegayehu Dibaba,ETH,1982-06-25,Female,2,22.18904109589041
"10,000 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-15,2008 Beijing Summer Games,Tirunesh Dibaba,ETH,1985-10-01,Female,1,22.887671232876713
"10,000 metres","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Liz McColgan,GBR,1964-05-24,Female,2,24.36986301369863
"10,000 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Gete Wami,ETH,1974-12-11,Female,2,25.82191780821918
"10,000 metres","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-07,1992 Barcelona Summer Games,Elana Meyer,RSA,1966-10-10,Female,2,25.843835616438355
"10,000 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-15,2008 Beijing Summer Games,Elvan Abeylegesse,TUR,1982-09-11,Female,2,25.945205479452056
"10,000 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-03,2012 London Summer Games,Sally Kipyego,KEN,1985-12-19,Female,2,26.64109589041096
"10,000 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-03,2012 London Summer Games,Tirunesh Dibaba,ETH,1985-10-01,Female,1,26.85753424657534
"10,000 metres","Beijing National Stadium, Beijing","Beijing, China",2008-08-15,2008 Beijing Summer Games,Shalane Flanagan,USA,1981-07-08,Female,3,27.123287671232877
"10,000 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-02,1996 Atlanta Summer Games,Fernanda Ribeiro,POR,1969-06-23,Female,1,27.12876712328767
"10,000 metres","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Olga Bondarenko,URS,1960-06-02,Female,1,28.34794520547945
"10,000 metres","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Olena Zhupiyeva-V'iazova,URS,1960-04-18,Female,3,28.471232876712328
"10,000 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Derartu Tulu,ETH,1972-03-21,Female,1,28.54794520547945
"10,000 metres","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-03,2012 London Summer Games,Vivian Cheruiyot,KEN,1983-09-11,Female,3,28.915068493150685
"10,000 metres","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-30,2000 Sydney Summer Games,Fernanda Ribeiro,POR,1969-06-23,Female,3,31.293150684931508
"10,000 metres","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-07,1992 Barcelona Summer Games,Lynn Jennings,USA,1960-07-01,Female,3,32.12328767123287
"10,000 metres","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-27,2004 Athina Summer Games,Derartu Tulu,ETH,1972-03-21,Female,3,32.45753424657534
"10,000 metres","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-02,1996 Atlanta Summer Games,Wang Junxia,CHN,1963-01-09,Female,2,33.586301369863016
100/110 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-19,2008 Beijing Summer Games,Sally McLellan-Pearson,AUS,1986-09-19,Female,2,21.931506849315067
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-08,1972 München Summer Games,Annelie Ehrhardt,GDR,1950-06-18,Female,1,22.24109589041096
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-27,2000 Sydney Summer Games,Glory Alozie,NGR,1977-12-30,Female,2,22.75890410958904
100/110 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Benita Fitzgerald-Brown,USA,1961-07-06,Female,1,23.112328767123287
100/110 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Kim Turner,USA,1961-03-21,Female,3,23.405479452054795
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-29,1976 Montréal Summer Games,Johanna Schaller-Klier,GDR,1952-09-13,Female,1,23.89041095890411
100/110 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-19,2008 Beijing Summer Games,Dawn Harper,USA,1984-05-13,Female,1,24.284931506849315
100/110 metres Hurdles,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Lucyna Langer,POL,1956-01-09,Female,3,24.567123287671233
100/110 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Gloria Siebert,GDR,1964-01-13,Female,2,24.731506849315068
100/110 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,LaVonna Martin,USA,1966-11-18,Female,2,25.734246575342464
100/110 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Shirley Strong,GBR,1958-11-18,Female,2,25.745205479452054
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-07,2012 London Summer Games,Sally McLellan-Pearson,AUS,1986-09-19,Female,1,25.9013698630137
100/110 metres Hurdles,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-08,1972 München Summer Games,Valeria Bufanu-Ştefănescu,ROU,1946-10-07,Female,2,25.93972602739726
